clean,noisy
22,14
54,54
5,5
96,96
68,98
60,31
88,88
56,56
10,96
25,25
12,11
90,90
72,92
79,79
43,59
74,99
96,54
39,39
38,38
83,83
13,13
17,83
74,74
30,28
23,83
23,52
1,1
70,56
25,25
26,26
59,59
15,15
46,46
39,39
2,73
81,81
89,79
44,44
21,21
87,87
30,53
12,29
86,86
18,18
30,30
78,3
20,20
14,64
38,38
62,62
25,25
82,82
5,5
2,2
93,93
46,46
50,67
98,98
89,84
11,11
37,94
2,2
35,35
68,11
87,87
87,87
60,40
83,5
54,54
49,42
44,44
51,16
52,63
88,27
62,62
65,65
41,37
70,61
33,20
30,30
88,88
26,26
68,68
97,74
98,98
88,88
66,66
35,35
51,51
81,45
78,78
91,91
28,28
0,73
62,62
25,27
61,61
71,99
97,42
43,43
4,4
84,85
7,7
74,32
11,11
8,8
84,14
12,12
20,20
12,12
47,47
17,40
6,6
56,30
50,17
61,51
58,58
87,93
71,71
79,68
76,76
87,87
22,67
37,37
94,94
48,23
99,18
93,93
25,16
3,2
61,61
21,21
6,0
84,84
79,79
4,4
35,35
37,37
43,34
55,55
46,46
80,66
31,31
55,57
63,6
0,84
57,87
15,15
35,73
18,18
53,70
98,98
75,95
66,66
38,9
12,12
59,87
78,78
18,40
18,18
20,20
49,93
99,17
56,56
77,66
27,27
96,55
55,5
58,58
46,46
25,25
57,57
31,4
8,8
33,26
39,39
93,93
17,22
24,24
61,61
60,27
9,9
29,29
29,29
3,80
29,29
91,85
2,2
92,92
34,34
41,8
38,38
21,21
69,67
16,16
99,94
26,33
29,29
29,32
78,54
33,33
73,73
23,23
4,70
59,20
21,21
41,13
64,64
48,48
79,79
72,72
80,80
54,54
36,36
40,40
20,20
86,86
33,69
62,62
97,97
6,75
41,41
27,27
94,94
2,2
97,97
3,3
81,29
4,4
77,77
15,44
80,80
59,82
88,88
26,26
43,35
20,20
89,89
24,24
89,89
72,58
13,86
52,87
10,91
73,73
1,1
93,65
3,17
41,62
93,20
70,29
63,56
99,29
68,68
17,86
70,70
74,74
35,35
99,99
97,58
93,72
40,40
71,88
59,92
2,2
87,25
44,44
55,55
19,19
80,35
70,19
42,42
4,4
12,12
7,7
40,59
83,77
91,28
92,92
55,55
48,48
17,17
51,83
51,51
7,7
39,39
29,29
94,94
63,63
58,58
17,17
87,87
40,40
28,28
53,89
99,99
94,51
41,37
38,38
67,92
90,90
15,15
11,11
28,8
37,37
74,4
3,3
37,37
80,80
47,47
17,29
30,42
83,18
98,98
6,85
99,53
54,23
28,28
39,39
66,66
98,9
82,33
68,68
88,88
6,6
71,71
98,98
32,32
12,12
1,1
50,50
97,21
23,64
41,41
39,35
77,77
40,28
5,90
8,8
49,49
99,64
42,42
76,35
44,44
98,98
81,81
15,28
27,27
20,61
70,80
54,67
31,32
7,74
11,11
92,92
28,28
34,94
36,36
0,0
63,11
82,82
26,26
27,80
23,86
43,43
19,19
84,84
60,88
1,1
58,54
40,40
63,86
9,13
53,53
93,70
44,44
83,65
75,75
34,12
37,23
11,69
8,8
90,22
4,78
6,6
41,56
88,88
3,3
1,1
55,69
44,50
67,67
17,81
47,47
56,78
43,43
81,18
44,44
69,69
46,32
77,79
33,33
82,82
20,20
59,59
63,47
16,16
6,55
38,39
38,38
73,73
84,84
91,95
39,39
23,23
48,66
10,74
34,34
78,78
96,57
98,98
63,37
21,6
52,52
9,9
93,7
31,2
38,35
27,27
35,17
68,68
30,30
31,31
62,11
66,66
78,78
0,35
45,45
98,98
98,86
42,20
98,98
96,15
7,7
21,21
40,40
8,8
43,43
80,80
90,90
87,87
51,97
6,6
87,73
65,26
58,58
22,16
51,51
58,38
65,65
93,93
84,41
40,40
26,26
20,20
23,43
6,46
22,22
59,59
49,64
44,44
65,65
37,9
29,43
2,53
64,50
15,15
33,33
71,71
34,49
6,49
68,68
50,50
12,12
21,21
75,75
79,62
95,95
50,50
36,36
16,51
33,33
19,7
30,44
78,62
49,49
81,53
10,45
15,15
38,17
16,22
58,58
74,55
33,54
41,41
21,21
9,9
93,7
0,46
35,35
58,58
57,59
77,77
2,98
40,40
69,62
33,85
26,26
21,21
84,84
37,37
73,63
44,44
83,63
75,75
86,86
19,39
5,45
46,46
13,13
82,8
50,50
94,65
85,57
24,24
91,18
39,39
90,90
64,64
42,42
61,28
77,77
29,29
28,28
35,6
81,53
38,38
37,66
44,90
75,75
93,93
41,36
10,10
23,23
69,69
9,82
94,94
78,78
82,82
71,71
91,88
83,83
39,39
1,1
69,69
25,9
37,1
54,54
36,36
50,50
90,79
69,88
76,76
85,85
88,93
33,33
23,79
57,57
60,55
22,22
57,44
79,79
6,6
95,95
79,79
98,40
46,46
67,67
15,15
23,23
89,89
52,52
10,10
92,9
43,43
84,84
99,99
16,74
7,18
58,58
69,59
64,64
13,82
40,40
54,54
40,99
99,99
38,0
30,30
34,34
19,19
1,1
53,60
30,30
74,74
37,37
13,13
2,24
54,4
66,66
66,66
50,72
10,3
54,54
55,44
51,21
71,71
73,47
35,35
65,65
81,80
11,11
88,50
44,8
90,80
62,62
94,38
27,24
16,9
26,79
15,30
33,69
42,42
33,33
23,23
79,40
99,99
12,12
37,37
56,87
80,10
52,52
95,95
2,53
46,46
32,32
97,33
54,57
9,53
15,15
79,5
98,42
80,80
98,72
38,27
78,78
93,7
3,16
82,82
53,33
95,95
68,68
43,56
81,81
37,37
43,83
4,4
69,35
43,43
4,4
18,18
94,56
66,66
50,50
23,63
52,44
89,13
35,35
41,41
81,81
51,51
18,18
33,33
82,57
19,48
1,1
92,92
10,66
70,70
37,35
31,31
12,50
46,46
27,27
49,41
49,49
90,85
45,45
84,84
66,66
62,62
86,86
61,57
50,96
56,56
81,81
19,2
98,98
75,75
87,47
67,67
56,97
66,88
75,95
38,38
67,79
77,80
99,99
69,69
71,57
90,90
55,2
17,17
91,91
88,88
18,19
76,76
77,21
81,97
84,11
83,83
94,21
86,75
36,36
27,79
42,42
79,85
85,85
77,96
20,82
42,24
85,85
69,69
56,56
96,35
2,35
74,74
50,99
43,43
1,64
71,36
73,73
32,32
88,86
26,26
78,78
2,2
2,2
23,2
18,18
27,27
94,57
73,73
72,72
90,90
62,30
36,82
22,72
19,19
36,82
84,84
49,77
15,15
48,3
69,59
86,86
34,95
90,13
81,81
83,83
93,53
69,69
11,11
16,25
58,44
4,80
79,79
68,64
22,28
91,12
70,70
24,32
53,53
26,45
76,76
13,13
17,17
58,58
73,73
30,59
18,72
81,25
18,7
50,57
13,92
96,96
34,64
91,49
17,17
21,21
22,22
3,27
14,14
89,6
65,99
22,22
12,12
96,96
66,44
19,95
9,9
42,24
55,95
81,3
15,15
13,72
95,81
24,83
81,81
98,98
99,99
9,9
71,98
9,31
58,69
89,37
30,30
39,39
17,76
41,52
61,27
53,81
99,39
10,10
15,15
28,89
74,74
98,98
70,20
16,16
87,87
59,1
17,58
49,15
89,15
55,22
53,53
63,36
89,89
5,31
40,40
47,22
49,49
55,55
80,80
32,62
22,84
91,91
83,83
52,52
27,93
93,93
74,74
52,2
25,25
62,62
50,50
61,61
0,0
53,65
60,63
80,62
40,40
91,21
72,93
44,45
81,81
78,45
69,69
45,80
78,78
81,38
24,95
41,55
33,66
86,86
42,42
57,57
47,4
10,33
58,38
37,37
2,2
43,43
58,58
79,79
97,91
8,50
30,30
64,13
6,6
52,14
23,23
7,19
86,86
0,0
93,93
68,81
1,1
17,17
7,7
41,24
43,43
66,91
21,32
84,84
39,39
12,12
5,5
52,52
32,32
99,75
98,27
46,75
71,71
87,87
1,1
30,58
97,97
12,12
15,15
82,11
4,32
84,84
32,28
52,52
74,74
31,31
79,79
13,13
13,13
75,75
15,26
75,75
5,5
63,19
10,10
25,25
87,87
56,64
94,94
17,31
48,48
36,36
47,47
24,24
68,55
90,90
17,17
69,80
26,63
20,20
59,59
45,51
16,16
36,36
41,41
23,89
33,33
70,70
31,31
36,36
91,90
89,89
69,69
48,48
91,91
1,33
31,95
9,9
91,95
27,63
2,2
97,10
83,83
82,82
49,49
90,90
36,3
16,26
49,5
69,69
20,20
97,97
69,69
85,43
82,41
74,74
71,71
43,57
43,43
28,28
22,71
28,28
40,40
54,54
15,86
42,42
9,9
78,11
40,40
28,28
62,62
54,72
45,45
6,97
18,18
43,43
70,70
37,37
97,90
83,83
24,24
99,99
26,26
58,64
92,74
4,4
33,33
14,46
13,41
80,40
60,60
20,71
84,84
80,73
74,74
59,51
67,67
16,16
46,46
73,73
91,91
47,23
45,16
45,45
11,25
29,1
99,99
98,98
68,68
56,83
20,20
44,44
73,25
93,93
82,82
97,97
4,4
30,96
14,85
39,39
53,16
44,44
63,27
75,20
62,68
13,67
42,42
54,54
60,42
97,97
94,22
65,65
15,15
89,89
0,85
55,63
93,93
61,61
82,5
92,95
17,17
27,27
41,41
3,4
2,2
66,93
29,43
10,10
23,23
53,53
31,31
4,4
8,8
73,73
16,16
88,33
18,36
36,36
57,31
56,32
56,56
79,79
1,1
13,13
69,69
74,22
54,34
13,57
44,86
61,61
24,24
54,54
71,71
16,61
77,77
74,25
14,14
19,35
85,85
53,67
31,31
9,9
22,54
67,67
28,28
5,5
21,58
60,60
17,17
76,76
19,19
76,76
59,15
59,59
31,85
70,78
2,2
48,48
66,80
50,50
57,57
36,73
81,1
81,81
99,99
2,2
37,37
26,29
98,70
79,70
65,65
51,48
75,45
56,56
85,74
35,53
91,32
4,4
18,18
60,60
10,10
12,29
55,10
92,92
15,15
6,6
34,24
33,33
25,55
45,45
93,11
70,42
68,90
56,56
25,85
19,19
38,20
95,55
66,66
87,87
58,57
86,45
85,85
35,35
40,40
52,52
74,74
17,21
81,81
27,27
49,12
29,49
73,73
75,75
54,54
60,60
57,57
77,77
54,30
54,54
29,29
1,1
34,99
41,41
73,90
39,39
23,23
94,94
10,10
98,98
98,98
36,36
22,22
83,83
92,92
12,12
43,36
8,83
91,91
41,41
21,27
59,59
20,20
26,26
31,31
7,7
55,55
45,14
18,18
78,78
72,16
46,46
29,29
59,66
33,2
35,35
41,77
89,89
61,61
93,93
57,57
2,2
31,31
26,26
38,81
25,57
97,54
83,50
75,75
86,86
93,50
66,66
45,19
46,47
29,29
84,58
94,94
96,84
75,75
30,30
68,24
46,28
40,40
71,71
17,38
30,94
84,84
57,57
92,92
52,83
14,14
78,78
13,13
9,43
3,3
78,78
18,18
73,73
22,22
31,31
65,65
36,36
68,68
42,54
35,42
55,59
81,81
89,89
92,92
79,79
7,57
55,55
37,37
27,9
6,6
69,69
74,74
68,82
95,85
13,13
18,53
35,35
50,95
25,25
43,4
7,93
59,56
88,36
52,52
0,0
76,55
71,71
74,74
13,13
52,10
65,14
57,57
56,56
45,45
21,21
28,28
3,31
0,0
20,20
46,40
11,97
87,40
5,45
5,5
99,99
11,11
13,13
82,82
92,58
85,85
79,79
67,67
22,22
36,36
4,4
68,68
66,66
13,13
49,49
24,18
87,87
55,32
39,39
6,6
1,1
71,71
42,58
30,30
55,91
27,38
77,77
86,86
85,85
63,63
88,79
5,95
93,51
23,84
71,71
43,43
61,61
38,38
95,95
84,84
45,45
62,62
36,56
24,29
53,53
53,62
84,84
79,79
59,3
94,90
62,62
0,21
4,4
5,5
46,46
29,29
76,15
81,81
11,11
21,21
2,2
76,76
77,77
24,56
33,99
67,42
30,30
52,52
18,18
97,97
70,70
34,34
55,9
33,33
9,16
25,25
18,18
99,99
48,48
63,63
58,58
19,19
91,70
94,94
12,12
7,17
84,60
69,19
35,35
23,80
47,47
18,27
66,7
35,23
8,8
41,41
7,13
8,99
68,4
99,18
47,53
3,9
80,80
5,5
31,31
13,33
70,70
29,29
82,82
35,69
64,64
87,87
34,34
24,22
70,70
41,41
5,5
82,82
97,24
47,47
13,13
48,83
36,92
51,54
32,51
66,66
8,8
59,59
13,13
75,75
3,3
28,28
57,57
70,74
34,34
36,12
60,60
59,69
66,66
14,73
67,67
83,33
10,10
91,91
33,33
54,55
76,16
26,40
73,27
68,68
75,75
85,85
73,58
81,81
84,84
11,11
79,79
21,82
0,0
44,44
24,2
21,21
70,17
81,81
79,79
36,8
61,61
32,32
63,63
51,51
32,23
14,14
40,28
90,38
71,17
36,36
55,55
89,89
51,51
23,23
98,98
20,20
11,11
52,52
9,9
32,58
39,39
91,91
1,1
63,63
84,84
78,78
76,76
87,87
51,51
31,31
66,11
73,97
65,65
9,7
91,9
79,3
18,18
31,95
87,87
56,56
35,35
12,54
0,46
53,1
79,79
76,47
16,16
35,35
89,89
34,34
18,18
74,74
54,29
59,59
44,57
4,4
89,89
1,1
73,73
99,99
29,30
54,88
83,63
63,63
47,62
57,57
40,40
22,84
38,38
7,7
69,69
42,65
91,91
64,64
84,57
4,96
73,11
21,21
28,28
71,71
22,22
93,59
78,78
96,96
47,73
72,72
72,72
4,21
78,19
64,64
38,48
82,82
31,31
51,71
68,68
9,49
5,5
45,45
59,92
5,5
76,75
61,31
2,2
91,95
89,81
23,23
39,39
28,34
47,47
7,97
18,18
33,33
77,77
90,2
34,87
8,8
14,14
62,35
44,44
3,3
77,72
10,1
39,39
58,58
96,96
51,97
86,86
98,64
58,78
13,13
33,84
19,19
41,41
97,97
91,91
66,66
4,33
61,38
78,78
69,4
97,97
11,11
35,35
81,81
74,74
98,98
95,95
95,31
90,90
89,89
12,69
23,23
5,5
48,90
15,15
75,75
52,10
2,2
95,95
69,57
45,79
0,27
30,6
41,44
0,34
48,20
65,95
50,55
69,69
13,14
15,15
46,46
37,37
52,54
59,59
61,61
16,16
61,40
62,74
82,82
77,77
89,89
54,47
11,11
54,54
10,3
15,15
10,10
79,16
74,74
99,69
71,71
24,52
65,65
14,14
85,6
94,94
26,42
15,15
84,53
60,71
29,29
91,91
27,27
35,21
76,67
22,22
54,0
67,67
48,48
35,40
80,29
3,51
25,25
3,96
8,39
68,68
16,43
14,14
19,19
54,58
98,10
71,71
64,53
61,61
81,83
87,61
41,92
15,4
28,28
66,66
15,64
38,38
56,56
87,76
45,45
81,81
26,26
17,27
18,18
36,47
40,40
67,81
27,27
96,96
37,37
85,41
42,42
22,30
23,51
44,44
28,28
23,83
24,24
40,40
0,0
21,21
70,70
60,60
21,21
41,93
10,94
92,55
22,22
1,51
9,9
63,63
2,2
40,74
55,19
84,84
85,85
16,29
95,96
35,35
48,60
95,26
1,1
83,59
28,28
47,47
32,32
97,97
68,29
25,25
66,66
75,75
50,50
44,44
59,53
64,11
37,37
35,89
33,33
72,81
52,52
49,49
51,51
44,44
98,98
23,23
9,26
87,87
30,30
73,5
37,76
34,34
25,25
35,35
23,1
50,69
45,45
50,5
6,6
42,56
32,32
92,87
8,35
37,37
50,92
99,99
23,51
16,94
71,71
35,17
8,8
4,34
62,62
4,36
87,87
70,70
9,9
52,52
20,75
33,50
50,49
37,99
67,67
84,54
3,80
98,29
52,52
84,84
19,61
96,96
27,27
46,95
2,2
97,97
8,8
57,15
73,73
32,22
25,25
6,6
76,76
40,29
39,29
16,16
76,76
87,38
62,62
61,61
28,28
89,85
18,63
78,1
74,74
3,40
9,9
14,14
41,41
59,59
48,91
62,62
72,72
16,16
76,76
39,21
88,15
36,36
34,34
56,56
80,38
93,47
6,6
72,72
9,41
49,49
71,71
68,29
34,34
29,53
20,20
51,51
48,48
89,89
52,13
37,37
10,15
88,51
72,72
36,36
23,23
75,75
8,8
11,11
35,35
58,43
45,45
9,34
50,50
1,37
95,63
22,22
75,75
23,23
62,62
18,18
48,48
27,27
21,53
1,1
6,58
77,77
16,97
91,91
20,20
43,43
55,74
49,9
95,22
50,15
58,94
95,95
23,0
71,88
84,20
65,65
21,21
42,11
42,42
8,51
92,92
39,39
45,99
99,99
11,11
94,94
23,23
54,54
12,12
13,13
29,29
38,73
69,93
34,80
74,74
39,39
94,94
31,31
50,50
57,59
59,58
46,13
78,33
36,21
90,90
64,64
4,91
43,69
40,40
27,80
37,1
5,48
95,8
27,27
61,67
30,30
79,79
64,64
52,82
49,19
49,49
31,31
0,0
32,31
68,68
61,61
27,61
47,47
38,25
49,49
48,48
83,98
35,40
75,18
99,99
97,60
9,91
76,76
30,17
46,46
53,53
55,37
19,8
59,59
27,18
69,69
5,5
29,29
1,91
8,8
68,68
97,97
43,43
89,89
66,66
94,94
67,67
17,47
92,15
55,55
58,58
73,73
90,54
64,96
97,97
78,78
45,45
40,40
6,52
40,73
20,72
66,83
15,15
39,84
69,18
67,67
69,55
47,45
56,56
67,67
84,91
3,52
21,21
18,53
42,42
97,97
78,78
30,32
35,35
19,15
92,92
79,79
50,50
97,97
33,86
78,35
69,96
69,69
7,7
54,54
91,57
85,85
94,6
44,44
1,1
22,22
71,71
53,33
28,15
73,29
20,20
37,37
97,97
27,88
82,82
73,73
69,69
46,46
10,10
38,73
93,10
37,37
89,89
41,41
1,1
27,80
2,2
49,49
51,51
93,32
69,69
31,68
7,7
67,67
1,1
32,32
27,27
35,35
83,83
2,2
71,71
0,0
47,47
45,5
72,76
72,72
88,25
22,39
2,2
42,42
2,2
45,45
33,33
19,67
46,87
7,7
7,7
3,3
16,16
88,88
86,86
12,12
57,34
30,17
6,73
67,67
39,39
48,48
80,81
11,84
86,86
2,2
63,63
9,6
59,85
83,83
81,43
28,72
57,57
64,64
72,67
96,21
80,80
7,7
61,71
31,17
95,95
91,56
49,49
16,16
53,53
15,15
96,66
22,22
23,80
13,13
47,47
8,90
5,5
20,76
52,52
40,40
51,51
99,99
44,44
10,10
25,25
16,16
47,47
47,47
9,9
82,82
93,93
47,47
45,45
44,57
19,45
40,40
2,90
54,77
1,33
42,96
59,26
81,6
3,3
46,88
98,98
82,82
4,24
98,37
94,94
50,9
74,74
90,90
15,15
76,76
62,62
8,83
68,68
46,88
50,50
69,44
10,10
96,96
17,17
15,20
23,23
91,69
55,55
61,61
72,72
69,31
0,0
63,63
89,89
18,18
85,85
2,12
81,88
20,62
77,77
59,59
43,43
58,58
38,38
46,46
39,57
85,9
63,30
6,2
69,69
21,0
18,49
52,62
6,66
63,63
25,67
18,4
30,10
21,65
47,47
41,9
45,45
36,60
72,72
74,32
2,2
53,53
55,55
59,59
14,13
41,53
30,30
88,88
60,60
90,90
70,70
63,63
18,80
86,86
43,43
82,82
46,46
50,43
12,12
57,68
12,6
68,16
31,31
20,44
69,79
46,46
44,44
31,31
81,81
52,52
84,84
28,28
70,70
10,45
1,1
82,82
24,24
61,46
74,16
98,98
45,45
67,49
37,24
16,0
40,34
6,52
82,82
42,42
36,36
75,32
47,77
56,56
67,85
79,18
86,99
33,33
39,39
35,41
89,89
79,79
76,45
79,79
69,69
10,10
15,32
37,37
16,16
81,81
54,54
25,25
69,69
31,48
9,9
50,50
15,15
96,66
96,99
64,64
12,96
71,35
70,33
48,47
34,90
3,3
65,13
73,73
70,56
95,95
31,31
88,88
94,94
20,1
86,86
89,89
69,10
31,31
63,87
21,21
65,65
56,85
6,6
72,72
11,55
73,73
69,69
97,97
79,79
43,43
11,90
87,82
45,45
70,70
97,97
88,88
23,23
10,10
81,1
34,34
23,69
81,61
75,72
10,34
91,91
99,53
66,66
26,26
11,79
26,31
76,76
51,51
49,49
15,58
91,78
67,67
94,97
95,95
6,41
10,10
8,44
53,53
2,33
55,12
50,20
75,68
44,70
91,51
21,21
2,75
73,73
42,42
91,91
43,43
89,78
20,20
62,62
64,64
39,30
77,49
70,46
66,66
62,7
92,92
70,70
18,71
94,47
75,75
21,21
18,18
76,76
92,92
76,68
66,67
23,86
25,25
81,81
72,99
93,93
52,52
35,35
52,52
47,47
58,1
13,25
13,6
11,32
13,35
97,97
36,89
54,54
4,73
48,78
29,98
65,65
16,8
34,49
45,23
8,8
23,94
11,24
92,92
77,77
70,70
66,15
50,74
12,12
90,90
57,57
44,44
74,74
54,54
6,6
36,36
91,91
20,20
44,44
36,36
59,76
37,40
56,56
84,61
41,41
40,40
81,81
36,93
11,11
1,1
17,17
32,24
0,0
44,82
39,10
52,52
15,15
11,11
60,60
33,33
7,7
44,44
69,1
75,59
71,3
66,66
59,59
17,87
41,41
65,65
16,61
20,20
92,67
71,43
2,2
88,88
21,21
8,8
24,51
12,12
65,65
6,6
39,39
90,90
59,48
81,49
34,34
94,94
44,44
99,47
98,99
39,39
10,10
28,28
54,54
76,76
40,97
52,42
79,26
28,28
56,94
71,71
34,34
79,79
99,99
11,58
82,63
78,78
24,24
85,43
5,94
76,76
21,21
32,32
49,50
92,58
28,49
15,78
65,65
12,12
44,39
59,59
46,28
31,31
17,61
71,71
48,26
21,21
31,31
37,37
38,38
56,56
25,25
16,16
70,70
21,91
2,2
72,19
32,32
18,18
75,75
88,88
31,62
70,40
4,4
48,48
39,37
79,45
85,67
79,79
9,9
3,3
0,0
92,92
76,61
16,16
50,50
89,89
31,31
21,30
13,13
66,48
81,25
78,78
45,45
36,36
83,83
34,77
22,22
0,0
87,87
61,61
77,7
97,35
30,30
79,79
79,79
35,35
7,7
30,30
42,96
39,39
28,46
63,90
80,0
66,11
59,38
73,59
0,0
38,10
23,23
88,88
97,97
8,8
26,26
37,37
94,94
95,95
57,57
57,34
79,79
80,98
32,32
80,80
13,49
63,63
27,27
2,76
37,69
19,84
95,95
75,27
48,84
47,26
83,83
22,22
36,36
16,16
84,63
68,68
18,18
0,96
61,60
67,64
30,30
91,58
89,89
72,70
75,75
9,9
42,42
54,54
28,75
23,29
77,77
39,39
57,57
51,51
5,62
1,60
97,97
49,49
73,73
96,96
49,49
43,43
12,68
31,31
17,17
80,80
45,45
49,7
29,78
32,32
28,28
26,26
11,11
4,4
3,82
8,97
99,99
7,7
85,52
5,65
35,35
82,82
42,78
34,34
11,16
33,33
46,87
58,58
31,31
19,19
31,70
73,18
93,93
35,35
96,96
15,73
43,43
31,31
0,0
84,84
80,80
64,70
81,81
21,49
77,96
21,88
82,82
19,28
38,43
31,28
36,58
9,9
10,97
6,56
45,45
67,67
80,16
72,62
22,38
24,65
34,34
11,11
44,44
29,29
81,81
45,45
46,46
42,42
67,67
29,29
1,26
0,82
23,23
40,40
38,5
49,49
9,9
91,76
21,21
62,62
19,19
5,5
86,86
34,36
40,40
81,77
51,51
58,58
62,62
78,78
95,95
90,89
79,0
52,52
61,61
77,37
11,11
18,18
85,93
32,32
74,36
67,67
36,0
31,31
91,15
85,21
2,2
95,41
26,26
23,91
91,91
24,24
81,81
23,19
18,18
93,42
13,1
61,61
69,69
14,14
1,1
93,93
85,11
39,39
81,81
79,79
46,39
99,99
85,94
83,83
47,47
62,16
72,59
70,70
39,52
59,59
15,62
40,0
66,66
98,98
65,65
32,93
7,7
48,48
97,14
25,52
70,91
87,87
12,67
54,54
42,69
17,2
53,18
94,94
81,57
4,91
1,1
27,84
18,18
27,24
96,8
42,42
57,57
34,34
73,73
7,7
74,74
74,74
29,93
52,52
68,68
95,95
90,90
56,56
20,20
67,28
65,44
54,45
92,92
48,48
57,57
67,61
64,64
10,10
96,96
6,97
47,47
83,83
56,28
88,88
50,50
4,4
55,55
71,71
14,14
17,12
83,52
66,66
94,94
83,83
64,64
54,85
87,87
71,44
13,96
24,24
87,87
89,89
29,29
74,74
37,37
6,6
79,79
87,78
1,85
15,46
56,83
52,53
53,79
57,57
23,17
99,99
59,59
38,38
58,58
77,52
7,7
91,91
66,66
75,38
14,9
95,95
41,41
17,96
55,55
60,56
84,84
93,93
33,33
69,69
18,83
31,90
67,67
80,97
42,42
37,92
23,23
8,8
23,91
16,16
8,8
56,56
5,17
38,33
9,51
41,41
32,32
68,51
5,11
21,21
46,91
35,35
74,70
28,28
28,7
58,43
93,93
26,84
49,65
95,3
96,68
82,82
26,22
81,81
90,90
18,18
41,28
40,40
15,15
39,39
98,98
68,65
36,36
63,63
78,78
95,95
23,23
49,49
34,7
56,29
4,4
55,55
78,14
34,34
10,77
50,50
82,82
24,24
1,1
59,59
30,30
62,62
95,99
24,24
37,39
56,56
28,64
67,67
71,76
31,31
14,14
33,33
93,93
42,42
92,92
33,33
64,64
27,93
90,90
54,24
13,47
23,9
81,81
34,34
94,94
97,33
22,80
50,50
50,85
4,4
90,90
22,22
64,18
0,0
61,28
14,14
43,43
89,64
92,92
91,91
16,98
17,17
12,12
57,57
94,99
93,90
67,67
60,29
37,96
47,62
78,78
65,60
57,57
41,41
49,49
27,27
69,69
40,40
15,18
78,84
68,52
50,50
23,23
92,92
15,15
38,38
66,5
7,50
79,79
88,61
56,56
54,54
51,51
62,62
66,66
19,19
43,4
74,97
67,67
96,96
40,40
5,82
18,18
17,17
14,14
45,45
58,43
29,29
16,51
52,37
6,6
93,93
38,40
49,49
98,47
1,21
41,85
12,12
83,83
42,94
51,96
43,43
86,86
40,40
38,38
65,76
16,16
94,94
94,94
91,20
2,74
91,91
41,41
43,43
91,32
73,97
85,85
83,83
80,80
11,11
59,59
99,7
26,17
32,32
96,96
97,97
70,70
40,40
47,47
37,37
58,41
0,0
33,33
40,66
60,60
73,73
56,56
84,67
66,66
2,2
17,17
18,92
79,89
54,0
32,63
58,58
41,92
85,85
28,48
70,70
65,65
66,66
36,36
60,24
89,53
9,9
82,45
35,9
86,10
37,37
4,4
25,25
13,13
67,67
56,56
85,85
3,3
83,83
84,84
80,32
87,67
48,10
80,18
52,52
72,59
76,76
3,61
90,85
36,36
13,49
95,87
22,82
30,30
23,23
65,69
97,99
68,72
56,15
70,70
80,80
80,6
23,23
87,87
70,39
78,78
62,53
27,27
72,73
96,37
5,5
8,8
69,35
53,53
15,15
33,33
16,16
7,7
50,50
39,39
14,14
68,25
53,53
90,90
5,5
27,27
60,64
27,27
5,5
58,58
89,89
38,76
44,44
94,22
32,32
29,29
74,74
63,63
4,10
87,87
19,19
27,40
70,70
19,79
90,49
58,70
21,21
72,72
4,4
47,47
62,62
91,99
86,86
40,40
59,59
79,79
12,35
66,66
48,65
29,29
0,92
77,77
34,19
6,87
49,9
15,15
51,51
73,62
73,73
16,78
75,44
32,84
7,32
39,39
7,86
49,49
14,85
99,99
21,21
19,17
0,74
80,80
3,58
8,3
15,15
87,87
67,12
9,22
82,46
96,96
42,42
80,80
4,4
98,98
81,81
4,4
75,1
10,48
96,96
5,71
95,95
41,41
32,47
69,69
91,80
48,22
70,65
39,17
11,11
2,2
52,3
97,97
7,7
59,50
58,19
56,56
82,61
58,58
20,20
12,12
57,39
31,31
24,36
39,39
81,81
96,41
38,38
42,42
98,43
75,75
25,45
39,39
74,74
53,53
12,4
94,58
36,36
62,62
72,64
16,16
34,41
20,27
85,85
51,51
83,83
63,63
57,3
96,96
76,76
18,35
0,38
99,99
8,8
63,79
34,34
1,1
27,27
22,11
60,60
58,58
46,46
66,89
29,29
61,61
61,61
25,25
62,0
91,66
48,48
73,15
55,55
21,35
24,24
46,46
9,75
89,89
35,24
7,74
3,33
75,75
66,35
70,70
38,38
99,99
77,77
76,76
92,89
18,30
43,43
43,99
49,13
95,95
63,63
28,28
74,74
40,40
16,70
10,10
83,2
70,70
55,42
25,25
11,11
27,27
99,44
44,44
36,36
89,89
79,79
30,30
92,32
89,89
58,58
7,7
15,15
53,53
90,14
25,25
7,7
9,9
46,58
73,74
98,39
95,95
66,66
19,19
85,7
81,81
73,18
31,31
42,42
21,35
40,40
99,11
61,61
69,69
74,74
55,55
39,39
6,42
34,85
36,36
8,8
67,67
6,6
67,4
70,71
53,53
16,16
0,0
17,17
98,98
36,36
0,42
19,93
36,36
25,25
32,32
35,46
70,70
93,93
10,38
95,43
37,37
25,31
14,14
34,34
3,3
3,3
84,55
5,79
65,65
34,34
63,28
24,24
95,95
91,33
58,58
29,29
82,30
79,79
40,40
41,41
81,81
72,22
34,34
3,3
48,45
34,34
34,34
53,87
14,14
82,82
22,22
60,60
21,21
84,92
68,68
58,58
67,67
54,9
47,47
71,71
84,84
22,32
20,93
71,71
67,67
19,19
1,1
48,48
13,80
31,89
21,36
80,80
25,25
30,30
49,52
31,31
94,94
68,68
53,53
94,94
